influencer_id,name,platform,niche,country,followers,following,follower_following_ratio,posts,account_creation_year,account_age_days,posting_freq_per_week,avg_likes,avg_comments,avg_views,engagement_rate,follower_growth_30d,bot_score,fraud_flag,sentiment_score,content_type,relevance_score,age_13_17_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_plus_pct,male_pct,female_pct,other_pct,estimated_cpa,estimated_roi_score
inf_102636,Riley Patel,Twitter,Fitness,United States,3105,443,7.01,683,2019,2325,1,76,10,204,0.0365,69,0.493,0,-0.197,Image,0.126,0.114,0.204,0.396,0.117,0.169,0.908,0.089,0.002,1557.66,0.035
inf_102637,Skyler Walker,TikTok,Travel,Japan,8238,881,9.35,217,2024,585,3,255,33,2512,0.0225,-144,0.373,0,0.57,Short,0.422,0.04,0.05,0.063,0.108,0.739,0.738,0.261,0.001,5000,0.018
inf_102638,Hayden Thomas,Twitter,Photography,Australia,6020,1697,3.55,471,2024,625,4,140,18,531,0.0211,132,0.143,0,-0.016,Text,0.315,0.049,0.158,0.23,0.019,0.545,0.409,0.588,0.003,1063.3,0.005
inf_102639,Dakota Thomas,TikTok,Education,United Kingdom,338689,109279,3.1,39,2018,2678,1,10516,1784,316408,0.0224,15936,0.794,1,0.196,Short,0.147,0.014,0.241,0.221,0.039,0.485,0.917,0.082,0.001,1441.95,0
inf_102640,Morgan Wang,Instagram,Health,United States,500,100,5,132,2020,2014,6,13,1,50,0.0321,-25,0.332,0,0.276,Photo,0.228,0.041,0.25,0.193,0.101,0.416,0.562,0.436,0.001,2370.05,0
inf_102641,Hayden Wang,Instagram,Lifestyle,Spain,19063,5021,3.8,479,2023,1041,4,409,27,1041,0.0156,-45,0.319,0,0.166,Carousel,0.231,0.019,0.174,0.404,0.038,0.365,0.448,0.549,0.002,594.57,0.048
inf_102642,Finley Lewis,TikTok,Beauty,Nigeria,6135,1235,4.97,78,2016,3492,6,65,4,7231,0.0148,-299,0.511,0,0.147,Short,0.142,0.032,0.373,0.17,0.064,0.36,0.455,0.538,0.006,584.25,0.087
inf_102643,Casey Wang,YouTube,Entertainment,Australia,21907,3936,5.57,686,2017,3266,7,291,24,23289,0.021,26,0.738,1,-0.319,Shorts,0,0.043,0.126,0.151,0.061,0.619,0.747,0.253,0,799.36,0
inf_102644,Alex Smith,Instagram,Parenting,Japan,2232,814,2.74,20,2018,2820,7,8,0,50,0.0058,45,0.198,1,-0.024,Reel,0.08,0.015,0.103,0.072,0.204,0.607,0.149,0.847,0.004,5000,0
inf_102645,Harper Clark,Instagram,Beauty,Nigeria,5907,444,13.3,466,2018,2881,3,111,18,414,0.0194,-1,0.1,0,-0.205,Story,0.392,0.035,0.177,0.135,0.092,0.561,0.277,0.717,0.006,355.89,0
inf_102646,Morgan Garcia,Twitter,Entertainment,Canada,13806,1033,13.36,118,2017,3174,1,117,3,297,0.0128,-749,0.19,0,0.363,Thread,0.361,0.023,0.144,0.19,0.093,0.549,0.574,0.424,0.003,2509.45,0.044
inf_102647,Jamie Robinson,YouTube,Food,Germany,1287795,28495,45.19,15,2024,607,3,16474,2174,1285138,0.0127,47603,0.06,0,-0.039,Shorts,0.215,0.028,0.146,0.125,0.103,0.598,0.277,0.722,0.002,524.92,0.027
inf_102648,Skyler Davis,Instagram,Lifestyle,Nigeria,23276,5800,4.01,423,2019,2300,4,281,38,367,0.014,-787,0.167,0,-0.037,Carousel,0.175,0.017,0.127,0.192,0.206,0.458,0.293,0.707,0.001,5000,0
inf_102649,Kai Jackson,YouTube,Gaming,United States,2277,639,3.56,58,2017,2926,1,60,9,1645,0.0308,80,0.041,0,-0.052,Long-form,0,0.018,0.222,0.122,0.195,0.443,0.484,0.514,0.002,114.85,0.04
inf_102650,Blake Johnson,Instagram,Finance,Spain,3243,615,5.27,5,2020,2043,7,97,10,248,0.0272,-40,0.523,0,-0.135,Reel,0.442,0.054,0.098,0.359,0.092,0.397,0.281,0.718,0.001,1139.19,0
inf_102651,Sydney Taylor,Instagram,Gaming,Australia,3092,752,4.11,29,2021,1557,4,53,7,101,0.0236,-50,0.14,0,0.049,Carousel,0.05,0.021,0.17,0.277,0.021,0.511,0.441,0.559,0,396.03,0.032
inf_102652,Avery Hall,Instagram,Lifestyle,France,500,47,10.64,215,2017,2987,3,13,0,50,0.0223,5,0.22,1,-0.034,Photo,0.252,0.003,0.105,0.141,0.068,0.683,0.257,0.741,0.002,5000,0.008
inf_102653,Harper Johnson,Instagram,Health,Spain,3767,534,7.05,762,2021,1821,1,129,17,305,0.0323,158,0.061,0,0.164,Photo,0.319,0.004,0.099,0.152,0.043,0.702,0.733,0.267,0,867.78,0
inf_102654,Alex Johnson,TikTok,Gaming,Indonesia,23812,3244,7.34,24,2023,1030,4,877,65,55117,0.0277,1635,0.217,0,0.018,Short,0.516,0.041,0.305,0.222,0.04,0.391,0.153,0.841,0.005,783.19,0.047
inf_102655,Jamie Perez,Instagram,Lifestyle,Brazil,832,61,13.64,124,2019,2250,4,17,2,62,0.0242,-2,0.43,0,-0.369,Reel,0.406,0.006,0.15,0.173,0.274,0.397,0.611,0.387,0.002,1211.55,0
inf_102656,Blake Lopez,TikTok,Education,Kenya,39460,3569,11.06,40,2022,1131,2,1665,76,74195,0.0304,-1147,0.114,0,0.332,Live,0.144,0.076,0.05,0.256,0.037,0.581,0.48,0.519,0.001,1242.22,0
inf_102657,Finley Garcia,TikTok,Fitness,Philippines,16089,3517,4.57,273,2020,1966,5,328,23,36246,0.0192,328,0.204,0,0.163,Live,0.452,0.025,0.167,0.286,0.13,0.393,0.619,0.378,0.003,593.75,0
inf_102658,Taylor Perez,Instagram,Fashion,Kenya,1973,174,11.34,25,2019,2274,4,70,6,146,0.0258,-60,0.038,0,0.332,Carousel,0.646,0.022,0.191,0.124,0.114,0.549,0.533,0.461,0.006,395.65,0
inf_102659,Jules Robinson,YouTube,Tech,Spain,7054,1779,3.97,55,2018,2866,1,73,10,11567,0.0169,228,0.43,0,0.047,Long-form,0.195,0.04,0.089,0.158,0.184,0.529,0.521,0.476,0.003,445.53,0
inf_102660,Finley Miller,YouTube,Parenting,United States,114130,38553,2.96,44,2024,552,6,2117,295,259074,0.0157,2660,0.151,0,0.231,Long-form,0.667,0.09,0.22,0.209,0.047,0.433,0.763,0.233,0.003,1695.22,0
inf_102661,Jordan Smith,TikTok,Entertainment,Indonesia,23841,3651,6.53,161,2023,1069,9,455,24,53992,0.0152,1207,0.093,0,-0.254,Short,0.378,0.012,0.305,0.207,0.063,0.413,0.579,0.417,0.005,2078.25,0.031
inf_102662,Hayden Smith,Instagram,Art,Germany,6479,992,6.53,413,2023,1056,8,116,4,263,0.0281,270,0.31,0,-0.078,Carousel,0.53,0.032,0.269,0.255,0.136,0.307,0.361,0.631,0.008,775.25,0
inf_102663,Riley Hall,YouTube,Parenting,Brazil,6048,337,17.95,143,2021,1731,5,163,11,10692,0.0254,86,0.385,0,0.219,Shorts,0.135,0.008,0.24,0.276,0.146,0.33,0.312,0.688,0,4316.06,0
inf_102664,Sydney Rodriguez,YouTube,Entertainment,Brazil,10000,712,14.04,12,2017,3014,5,154,14,27944,0.0124,109,0.32,0,-0.082,Shorts,0.094,0.014,0.074,0.227,0.024,0.661,0.581,0.416,0.003,1595.65,0
inf_102665,Harper Harris,Instagram,Beauty,Nigeria,2817,142,19.84,166,2024,699,1,84,8,243,0.0285,1399,0.525,0,0.413,Photo,0.414,0.03,0.25,0.425,0.187,0.107,0.704,0.293,0.002,589.1,0.002
inf_102666,Skyler Wilson,Instagram,Photography,United States,500,100,5,319,2018,2869,5,14,1,50,0.0452,-9,0.116,0,0.535,Carousel,0,0.023,0.418,0.268,0.042,0.248,0.235,0.764,0.001,329.42,0.065
inf_102667,Alex Gonzalez,YouTube,Parenting,Indonesia,232180,64679,3.59,28,2022,1102,3,3538,446,561521,0.0132,2034,0.228,0,0.157,Shorts,0.561,0.011,0.319,0.269,0.049,0.352,0.558,0.442,0,856.49,0
inf_102668,Kai Rodriguez,TikTok,Beauty,Brazil,9451,862,10.96,15,2018,2749,1,93,8,5775,0.0153,-211,0.561,0,0.027,Short,0.445,0.024,0.122,0.252,0.046,0.556,0.923,0.076,0,814.14,0.015
inf_102669,Riley Davis,Instagram,Food,Spain,12080,3229,3.74,42,2018,2767,3,321,55,824,0.0212,24,0.023,0,0.728,Story,0.167,0.058,0.243,0.174,0.241,0.284,0.527,0.472,0.001,406.18,0
inf_102670,Jamie Hall,YouTube,Photography,Nigeria,8064,3025,2.67,274,2024,720,3,172,10,23308,0.0337,-33,0.494,0,-0.744,Long-form,0.41,0.001,0.053,0.133,0.175,0.638,0.591,0.405,0.004,5000,0
inf_102671,Riley Kumar,Instagram,Gaming,France,1970,332,5.93,179,2019,2287,1,27,3,56,0.0197,55,0.228,0,0.18,Carousel,0.292,0.073,0.088,0.078,0.042,0.719,0.625,0.375,0,4682.25,0
inf_102672,Avery Lopez,TikTok,Beauty,Mexico,5475,1155,4.74,156,2024,596,4,173,20,6002,0.0387,51,0.648,0,0.297,Short,0.324,0.04,0.402,0.153,0.047,0.358,0.905,0.095,0.001,186.26,0.045
inf_102673,Kendall Garcia,Instagram,Education,France,500,80,6.25,57,2022,1160,1,8,0,50,0.0152,20,0.018,1,-0.4,Carousel,0.439,0.005,0.227,0.254,0.146,0.368,0.682,0.316,0.002,5000,0.005
inf_102674,Sam Moore,TikTok,Lifestyle,Japan,281758,59399,4.74,81,2024,554,5,7427,637,252743,0.0191,267,0.166,0,-0.168,Live,0.503,0.007,0.123,0.052,0.068,0.75,0.504,0.496,0,2213.02,0
inf_102675,Reese Moore,Instagram,Lifestyle,Indonesia,886,23,38.52,676,2024,412,5,4,0,50,0.0081,-22,0.123,1,0.382,Reel,0.409,0.052,0.458,0.125,0.212,0.153,0.379,0.618,0.002,1924.07,0.024
inf_102676,Morgan Jackson,Instagram,Photography,Brazil,1225,192,6.38,55,2022,1178,1,13,0,50,0.0154,32,0.095,1,0.055,Reel,0.446,0.017,0.188,0.186,0.223,0.386,0.53,0.468,0.002,875.29,0.064
inf_102677,Cameron Wilson,Instagram,Health,Brazil,3159,36,87.75,464,2019,2348,3,59,5,161,0.0211,20,0.477,0,0.175,Reel,0.563,0.018,0.389,0.364,0.196,0.033,0.05,0.949,0.001,409.22,0
inf_102678,Emerson Perez,Instagram,Photography,India,50176,12642,3.97,174,2019,2467,3,1374,112,3857,0.0216,95,0.421,0,-0.555,Carousel,0.118,0.032,0.269,0.17,0.21,0.319,0.144,0.854,0.002,2650.94,0.029
inf_102679,Robin Wilson,YouTube,Beauty,Kenya,9054,2822,3.21,26,2019,2531,3,284,13,12944,0.0323,-24,0.72,1,-0.463,Long-form,0.522,0.079,0.179,0.34,0.082,0.319,0.129,0.867,0.004,2768.18,0.02
inf_102680,Sam Johnson,Instagram,Fashion,United Kingdom,884,140,6.31,126,2016,3438,1,13,1,50,0.0182,9,0.258,0,-0.082,Reel,0.062,0.051,0.215,0.098,0.075,0.56,0.05,0.948,0.002,4538.19,0.062
inf_102681,Avery Gonzalez,TikTok,Beauty,Spain,54852,20279,2.7,593,2018,2636,5,1302,113,52808,0.0226,104,0.503,0,0.394,Short,0.054,0.013,0.246,0.327,0.169,0.246,0.477,0.522,0.001,5000,0
inf_102682,Casey Rodriguez,Instagram,Gaming,United States,20577,8840,2.33,108,2017,3160,7,158,6,314,0.0095,525,0.284,0,0.273,Photo,0.125,0.005,0.209,0.131,0.055,0.599,0.303,0.697,0,1453.67,0.03
inf_102683,Jamie Jackson,Instagram,Tech,Japan,15121,2335,6.48,398,2018,2615,7,408,16,1017,0.0293,487,0.327,0,-0.233,Photo,0.565,0.001,0.375,0.322,0.098,0.204,0.125,0.875,0,1085.94,0.071
inf_102684,Kendall Lewis,Instagram,Photography,Australia,20081,5537,3.63,59,2020,2044,6,544,67,948,0.0313,-22,0.418,0,-0.217,Carousel,0.4,0.053,0.081,0.126,0.042,0.7,0.5,0.499,0.001,3396.67,0.014
inf_102685,Drew Nguyen,Instagram,Food,Nigeria,294590,115406,2.55,169,2019,2423,1,9179,1221,30735,0.0251,20618,0.582,0,0.187,Reel,0.136,0.076,0.328,0.414,0.056,0.126,0.823,0.177,0.001,560.17,0
inf_102686,Blake Lewis,Instagram,Lifestyle,Indonesia,210769,22645,9.31,371,2024,623,3,7195,1227,22499,0.0255,-1499,0.311,0,0.09,Carousel,0.591,0.005,0.151,0.296,0.056,0.492,0.891,0.108,0.001,1572.09,0.06
inf_102687,Robin Lewis,Instagram,Tech,Nigeria,2129,126,16.9,507,2019,2339,5,58,1,104,0.0228,22,0.254,0,0.19,Story,0.62,0.031,0.187,0.311,0.076,0.395,0.167,0.831,0.002,1245.35,0
inf_102688,Alex Gonzalez,YouTube,Fashion,Canada,118895,25098,4.74,133,2024,662,5,2333,90,66946,0.0206,-4598,0.289,0,-0.068,Shorts,0.202,0.018,0.249,0.451,0.084,0.198,0.339,0.658,0.003,1398.28,0
inf_102689,Finley White,Instagram,Food,United Kingdom,11794,2545,4.63,204,2017,3081,7,241,6,241,0.0204,81,0.379,0,-0.118,Reel,0.303,0.013,0.107,0.287,0.259,0.334,0.234,0.765,0,856.06,0
inf_102690,Rowan Wilson,YouTube,Food,Canada,19659,3684,5.34,5,2021,1585,3,277,29,37571,0.0202,77,0.098,0,0.087,Long-form,0.393,0.062,0.213,0.229,0.01,0.486,0.327,0.672,0,376.08,0.043
inf_102691,Robin Lewis,YouTube,Finance,Indonesia,590,80,7.38,58,2020,1992,1,12,1,513,0.0183,5,0.281,0,-0.163,Shorts,0.153,0.1,0.11,0.278,0.053,0.46,0.632,0.366,0.002,2555.79,0
inf_102692,Parker Davis,Instagram,Art,Japan,4864,730,6.66,65,2021,1803,5,130,10,134,0.025,191,0.267,0,-0.161,Reel,0.037,0.076,0.288,0.163,0.133,0.34,0.809,0.19,0.001,960.72,0
inf_102693,Lee Taylor,YouTube,Tech,United Kingdom,2410,77,31.3,20,2018,2745,3,87,12,3059,0.0274,146,0.319,0,-0.487,Long-form,0.216,0.106,0.158,0.421,0.232,0.084,0.486,0.512,0.001,1530.03,0.077
inf_102694,Drew Miller,Twitter,Finance,Brazil,16639,2819,5.9,66,2018,2565,7,366,47,1422,0.029,719,0.202,0,-0.078,Image,0.036,0.025,0.263,0.361,0.026,0.325,0.194,0.805,0.001,254.75,0.034
inf_102695,Skyler Kumar,YouTube,Photography,United Kingdom,49095,19840,2.47,77,2021,1764,5,1337,237,106184,0.0226,340,0.106,0,-0.259,Long-form,0.454,0.02,0.244,0.132,0.019,0.585,0.423,0.573,0.004,2866.84,0
inf_102696,Riley Patel,YouTube,Gaming,Mexico,500,128,3.91,693,2024,498,3,20,0,1307,0.0356,8,0.181,1,-0.117,Long-form,0.22,0.052,0.186,0.267,0.04,0.454,0.568,0.432,0,926.15,0
inf_102697,Quinn Moore,Instagram,Education,India,6168,293,21.05,221,2022,1320,4,77,2,110,0.0155,344,0.192,0,0.036,Reel,0.269,0.009,0.359,0.349,0.054,0.23,0.193,0.806,0.001,4077.87,0.015
inf_102698,Morgan Patel,TikTok,Parenting,Japan,44376,4801,9.24,111,2019,2528,6,1548,99,22093,0.0308,-889,0.15,0,0.324,Live,0.036,0.035,0.102,0.366,0.124,0.373,0.689,0.308,0.002,665.03,0.048
inf_102699,Kendall Lewis,TikTok,Education,Nigeria,5469,613,8.92,885,2016,3503,5,147,3,1810,0.0201,183,0.465,0,-0.052,Short,0.729,0.101,0.37,0.158,0.035,0.336,0.638,0.362,0,2305.37,0
inf_102700,Elliot Kumar,YouTube,Health,United States,28404,8585,3.31,33,2017,3074,4,137,23,81811,0.0036,-473,0.22,0,0.1,Live,0.091,0.016,0.146,0.375,0.096,0.367,0.134,0.853,0.013,4100.22,0
inf_102701,Sam Lewis,Twitter,Finance,Australia,7758,3413,2.27,129,2021,1644,5,167,11,317,0.0184,344,0.665,0,-0.133,Text,0.316,0.057,0.129,0.42,0.227,0.167,0.535,0.464,0.001,1983.59,0
inf_102702,Parker Anderson,Instagram,Education,Japan,11037,767,14.39,208,2023,917,3,184,19,437,0.0262,66,0.11,0,0.142,Carousel,0.061,0.011,0.281,0.237,0.108,0.363,0.386,0.612,0.001,1757.45,0.023
inf_102703,Rowan Clark,Instagram,Fashion,Canada,4139,1020,4.06,11,2023,1057,5,125,8,272,0.0234,-68,0.156,0,0.057,Photo,0.293,0.012,0.174,0.433,0.179,0.202,0.734,0.265,0,686.26,0.043
inf_102704,Sydney Nguyen,TikTok,Health,United Kingdom,1053,281,3.75,252,2018,2600,4,6,0,2392,0.0056,549,1,1,-0.692,Short,0.291,0.014,0.266,0.203,0.026,0.491,0.697,0.298,0.006,2997.33,0
inf_102705,Riley Wang,TikTok,Lifestyle,India,1225,34,36.03,21,2019,2451,2,27,1,1392,0.0268,-6,0.038,0,0.052,Short,0.425,0.026,0.172,0.196,0.052,0.554,0.285,0.708,0.006,1072.73,0
inf_102706,Morgan Martin,Instagram,Photography,United Kingdom,19877,2096,9.48,30,2023,844,5,321,22,836,0.0216,767,0.079,0,0.07,Photo,0.365,0.006,0.083,0.383,0.052,0.477,0.131,0.865,0.003,3756.37,0
inf_102707,Morgan Kumar,Instagram,Travel,United Kingdom,6591,2302,2.86,35,2016,3338,5,61,7,243,0.0134,331,0.631,0,0.079,Reel,0.095,0.039,0.063,0.098,0.07,0.731,0.614,0.383,0.004,1707.34,0
inf_102708,Robin Robinson,Instagram,Finance,Kenya,5119,94,54.46,529,2017,3141,6,89,15,207,0.0274,-11,0.078,0,-0.138,Reel,0.384,0.134,0.128,0.473,0.135,0.129,0.744,0.253,0.003,1801.39,0
inf_102709,Finley Hall,Instagram,Art,United States,3242,240,13.51,230,2021,1518,1,85,9,225,0.0218,-52,0.385,0,-0.076,Carousel,0.422,0.038,0.072,0.144,0.173,0.572,0.241,0.755,0.005,753.74,0
inf_102710,Dakota Smith,TikTok,Fashion,Mexico,4524,2047,2.21,213,2017,3188,5,17,1,7495,0.0049,321,0.469,0,0.24,Short,0.725,0.071,0.153,0.05,0.094,0.633,0.926,0.069,0.004,1817.24,0.101
inf_102711,Elliot Nguyen,YouTube,Beauty,Mexico,47232,10725,4.4,162,2024,427,3,730,18,116597,0.025,1633,0.233,0,-0.155,Shorts,0.378,0.029,0.143,0.067,0.051,0.71,0.733,0.266,0.001,1051.84,0.011
inf_102712,Sydney Walker,Instagram,Food,India,3736,430,8.69,69,2022,1319,5,83,12,149,0.0244,-50,0.633,0,-0.187,Photo,0.283,0.058,0.346,0.135,0.134,0.327,0.102,0.896,0.002,361.55,0
inf_102713,Finley Gonzalez,Instagram,Art,Philippines,747,100,7.47,194,2019,2509,1,30,0,50,0.041,16,0.182,1,0.498,Reel,0.303,0.059,0.076,0.158,0.197,0.509,0.393,0.606,0.001,555.13,0
inf_102714,Rowan Hall,Instagram,Parenting,Germany,20998,5633,3.73,106,2021,1800,7,206,33,672,0.0134,-50,0.149,0,-0.206,Photo,0.29,0.01,0.055,0.136,0.073,0.726,0.648,0.346,0.005,634.18,0
inf_102715,Harper Walker,Instagram,Entertainment,Philippines,4603,1709,2.69,31,2019,2230,2,59,6,132,0.0204,-131,0.618,0,-0.55,Reel,0.235,0.032,0.14,0.099,0.042,0.687,0.173,0.826,0.001,2445.21,0.092
inf_102716,Riley Brown,YouTube,Food,United States,9302,3164,2.94,234,2017,2942,3,214,10,25739,0.0307,6,0.158,0,0.343,Shorts,0.205,0.011,0.152,0.276,0.066,0.495,0.452,0.548,0.001,291.02,0.017
inf_102717,Morgan Taylor,Twitter,Travel,Canada,57916,3439,16.84,28,2020,1834,10,810,74,2375,0.0122,-1802,0.202,0,-0.39,Text,0,0.013,0.109,0.089,0.028,0.762,0.218,0.781,0.001,2879.62,0.032
inf_102718,Quinn Lewis,TikTok,Beauty,Canada,7134,1241,5.75,42,2017,3137,4,146,26,13010,0.0309,-32,0.285,0,-0.004,Short,0.232,0.024,0.251,0.294,0.288,0.143,0.673,0.327,0,295.21,0.053
inf_102719,Dakota White,Instagram,Fitness,Spain,10147,1140,8.9,340,2020,1997,6,322,22,390,0.0305,-16,0.119,0,0.196,Reel,0.575,0.032,0.379,0.17,0.01,0.409,0.743,0.256,0.001,1214.14,0.006
inf_102720,Rowan Hall,TikTok,Fitness,United States,1117,121,9.23,216,2020,2179,5,22,1,2537,0.0279,-7,0.166,0,0.338,Short,0.231,0.05,0.407,0.312,0.019,0.212,0.451,0.547,0.003,1790.31,0
inf_102721,Sydney Patel,TikTok,Education,Canada,5187,908,5.71,199,2016,3433,7,81,3,11164,0.0209,194,0.434,0,0.202,Short,0.17,0.009,0.082,0.17,0.266,0.473,0.791,0.209,0,989.96,0.001
inf_102722,Charlie White,TikTok,Entertainment,India,19549,5140,3.8,108,2024,600,6,272,31,39649,0.0152,433,0.555,0,-0.294,Short,0.348,0.043,0.31,0.281,0.025,0.34,0.118,0.879,0.002,1909.63,0.084
inf_102723,Rowan Taylor,YouTube,Fitness,Germany,734,57,12.88,101,2021,1473,2,9,0,751,0.0182,-7,0.175,1,0.545,Shorts,0.228,0.016,0.05,0.358,0.125,0.452,0.654,0.344,0.003,318.29,0.085
inf_102724,Sydney Garcia,Instagram,Lifestyle,Indonesia,8810,790,11.15,234,2020,2161,1,158,22,606,0.0243,173,0.133,0,-0.013,Photo,0.522,0.094,0.376,0.258,0.076,0.196,0.411,0.585,0.004,498.94,0.033
inf_102725,Sydney Lee,Instagram,Travel,Brazil,7507,1233,6.09,269,2018,2767,1,6,1,50,0.001,369,0.186,0,-0.175,Carousel,0.274,0.058,0.219,0.097,0.178,0.448,0.823,0.176,0.001,5000,0
inf_102726,Harper Lewis,Instagram,Education,Mexico,6825,2543,2.68,143,2021,1554,3,100,16,145,0.0171,-102,0.26,0,0.345,Reel,0.138,0.019,0.103,0.436,0.048,0.393,0.401,0.597,0.002,599.29,0.055
inf_102727,Kendall Wilson,Instagram,Lifestyle,United Kingdom,33584,7662,4.38,696,2021,1755,5,579,21,2293,0.0144,-988,0.277,0,-0.223,Photo,0.351,0.037,0.154,0.115,0.089,0.605,0.379,0.616,0.006,1482.01,0.043
inf_102728,Robin Martinez,Instagram,Gaming,Brazil,10910,834,13.08,623,2016,3337,6,92,10,297,0.0129,-246,0.128,0,0.202,Photo,0.263,0.007,0.225,0.144,0.222,0.402,0.615,0.379,0.006,2007.61,0
inf_102729,Riley Wilson,YouTube,Fashion,Germany,94156,35134,2.68,106,2021,1798,4,2451,87,133694,0.0202,2005,0.657,0,-0.126,Long-form,0.567,0.001,0.05,0.249,0.052,0.647,0.755,0.244,0.001,516.46,0.068
inf_102730,Sam Johnson,TikTok,Entertainment,Australia,1504,243,6.19,344,2016,3496,4,18,2,4251,0.01,82,0.399,0,-0.072,Short,0.41,0.049,0.278,0.135,0.059,0.478,0.628,0.366,0.006,2596.3,0.043
inf_102731,Sam Nguyen,YouTube,Tech,Brazil,10996,2040,5.39,157,2018,2576,1,420,63,6004,0.0316,390,0.14,0,0.814,Long-form,0.146,0.058,0.229,0.217,0.151,0.345,0.512,0.485,0.003,515.22,0
inf_102732,Reese Nguyen,Instagram,Photography,France,7313,1575,4.64,143,2021,1618,3,184,19,232,0.0298,355,0.047,0,0.147,Photo,0.339,0.121,0.05,0.269,0.056,0.505,0.259,0.738,0.003,1383.15,0
inf_102733,Alex Anderson,Twitter,Food,Indonesia,799,86,9.29,11,2022,1246,4,39,6,118,0.0392,-45,0.594,0,-0.675,Text,0.371,0.008,0.148,0.137,0.068,0.639,0.538,0.462,0,688.8,0
inf_102734,Parker Patel,Twitter,Photography,United Kingdom,20429,1612,12.67,171,2017,3006,5,246,36,377,0.0162,-306,0.276,0,-0.406,Text,0.595,0.014,0.368,0.109,0.049,0.459,0.143,0.852,0.005,5000,0.084
inf_102735,Quinn Hall,TikTok,Tech,United Kingdom,304048,5564,54.65,462,2016,3593,3,4073,261,844121,0.0192,-7156,0.462,0,0.1,Short,0.437,0.086,0.195,0.228,0.047,0.443,0.693,0.305,0.002,497.71,0
inf_102736,Reese Lee,Twitter,Art,United States,4304,58,74.21,303,2016,3430,3,82,9,288,0.0301,115,0.812,1,-0.474,Thread,0.48,0.003,0.352,0.116,0.095,0.433,0.788,0.21,0.003,2107.99,0
inf_102737,Finley Garcia,YouTube,Beauty,Nigeria,19846,5165,3.84,309,2022,1291,8,522,11,22370,0.0195,80,0.204,0,-0.112,Long-form,0.213,0.013,0.157,0.213,0.112,0.506,0.442,0.557,0.001,5000,0.025
inf_102738,Quinn White,Twitter,Health,United Kingdom,5063,752,6.73,35,2020,2091,1,74,6,271,0.0173,-405,0.023,0,0.356,Thread,0.797,0.04,0.099,0.089,0.115,0.657,0.05,0.95,0,5000,0.018
inf_102739,Riley Hall,Instagram,Tech,United Kingdom,2039,10,203.9,89,2016,3286,7,67,3,75,0.0249,67,0.39,0,-0.012,Photo,0.576,0.052,0.201,0.234,0.059,0.454,0.714,0.284,0.002,1567.19,0
inf_102740,Finley Walker,Instagram,Tech,Philippines,500,233,2.15,53,2016,3321,5,9,1,50,0.0242,23,0.557,0,0.221,Carousel,0.165,0.004,0.115,0.346,0.133,0.403,0.378,0.616,0.006,1294.7,0.012
inf_102741,Jules Miller,Instagram,Lifestyle,Nigeria,2065,454,4.55,76,2021,1630,4,37,3,140,0.0136,145,0.779,1,0.333,Reel,0.312,0.019,0.051,0.116,0.096,0.718,0.281,0.71,0.009,822.94,0
inf_102742,Sam Patel,Instagram,Parenting,France,689,92,7.49,173,2016,3303,9,1,0,50,0.0012,10,0.137,1,0.299,Photo,0.501,0.02,0.21,0.089,0.051,0.63,0.805,0.194,0.002,5000,0.046
inf_102743,Casey Taylor,Instagram,Beauty,France,97628,45822,2.13,91,2016,3604,4,1547,212,3199,0.0118,2789,0.175,0,-0.198,Photo,0.202,0.039,0.231,0.245,0.075,0.41,0.512,0.487,0.001,2416.74,0.007
inf_102744,Charlie Hall,YouTube,Photography,Canada,7358,1640,4.49,165,2024,485,2,8,1,5840,0.0012,-178,0.449,0,0.276,Long-form,0.257,0.054,0.196,0.23,0.037,0.483,0.292,0.707,0.001,5000,0
inf_102745,Casey Clark,TikTok,Food,Philippines,4239,634,6.69,115,2022,1330,4,80,11,3681,0.0148,-166,0.188,0,0.32,Short,0.225,0.004,0.197,0.181,0.036,0.582,0.232,0.767,0.001,2743.37,0
inf_102746,Jordan Walker,YouTube,Health,Canada,36696,1222,30.03,68,2019,2414,6,1552,102,61985,0.0311,1736,0.18,0,0.065,Long-form,0.234,0.002,0.396,0.27,0.045,0.286,0.909,0.091,0,835.09,0
inf_102747,Drew Walker,Instagram,Travel,Canada,1062,158,6.72,20,2024,482,5,5,0,50,0.0065,28,0.356,1,-0.226,Story,0.337,0,0.293,0.242,0.035,0.429,0.399,0.601,0,2536.72,0.007
inf_102748,Rowan Johnson,TikTok,Travel,Japan,2161,400,5.4,445,2023,1003,3,56,6,839,0.0279,103,0.349,0,0.057,Short,0.352,0.001,0.473,0.206,0.07,0.25,0.177,0.82,0.003,642.11,0.069
inf_102749,Rowan White,YouTube,Health,Canada,9864,1139,8.66,5,2023,738,5,370,42,13973,0.0319,5278,0.927,1,-0.023,Live,0.38,0.004,0.15,0.277,0.047,0.522,0.773,0.225,0.002,262.04,0.019
inf_102750,Kai Gonzalez,Instagram,Health,Germany,33137,6015,5.51,5,2016,3544,1,206,4,719,0.0074,2687,0.337,0,-0.302,Photo,0.257,0.015,0.115,0.114,0.099,0.658,0.33,0.667,0.003,5000,0.11
inf_102751,Sydney Wang,YouTube,Gaming,France,19742,5855,3.37,351,2019,2524,7,838,51,29606,0.0353,383,0.486,0,0.282,Long-form,0.387,0.017,0.073,0.158,0.165,0.586,0.627,0.371,0.002,1210.99,0.028
